Country,Year,Month,Calendar Day,Types Of Fuel,Type Of Category,"Monitored Capacity  (UOM:MW(MegaWatt)), Scaling Factor:1","Targeted Generation Of Electricity For The Current Day (UOM:MU(MillionUnits)), Scaling Factor:1","Actual Generation Of Electricity For The Current Day (UOM:MU(MillionUnits)), Scaling Factor:1"
India,"Calendar Year (Jan - Dec), 2017","November, 2017",2017-11-23,Nuclear,Nuclear,6780.0000000000000000,94.3000000000000000,136.7600000000000000
India,"Calendar Year (Jan - Dec), 2017","November, 2017",2017-11-23,Hydro,Hydro,44922.420000000000,285.6000000000000000,214.2200000000000000
India,"Calendar Year (Jan - Dec), 2017","November, 2017",2017-11-22,Coal,Thermal,186611.500000000000,2557.1500000000000000,2565.6700000000000000
India,"Calendar Year (Jan - Dec), 2017","November, 2017",2017-11-22,Nuclear,Nuclear,6780.0000000000000000,94.3000000000000000,136.4300000000000000
India,"Calendar Year (Jan - Dec), 2017","November, 2017",2017-11-22,Hydro,Hydro,44922.420000000000,285.6000000000000000,221.7500000000000000
India,"Calendar Year (Jan - Dec), 2017","November, 2017",2017-11-21,Coal,Thermal,186611.500000000000,2564.0200000000000000,2549.5700000000000000
India,"Calendar Year (Jan - Dec), 2017","November, 2017",2017-11-21,Nuclear,Nuclear,6780.0000000000000000,94.3000000000000000,128.8500000000000000
India,"Calendar Year (Jan - Dec), 2017","November, 2017",2017-11-21,Hydro,Hydro,44922.420000000000,285.6000000000000000,220.8600000000000000
India,"Calendar Year (Jan - Dec), 2017","November, 2017",2017-11-20,Coal,Thermal,187066.500000000000,2564.5200000000000000,2530.0700000000000000
India,"Calendar Year (Jan - Dec), 2017","November, 2017",2017-11-20,Nuclear,Nuclear,6780.0000000000000000,94.3000000000000000,108.5700000000000000
India,"Calendar Year (Jan - Dec), 2017","November, 2017",2017-11-20,Hydro,Hydro,44922.420000000000,285.6000000000000000,234.1600000000000000
India,"Calendar Year (Jan - Dec), 2017","November, 2017",2017-11-19,Coal,Thermal,187066.500000000000,2600.1300000000000000,2486.2700000000000000
India,"Calendar Year (Jan - Dec), 2017","November, 2017",2017-11-19,Nuclear,Nuclear,6780.0000000000000000,94.3000000000000000,109.2700000000000000
India,"Calendar Year (Jan - Dec), 2017","November, 2017",2017-11-19,Hydro,Hydro,44922.420000000000,285.6000000000000000,225.6500000000000000
India,"Calendar Year (Jan - Dec), 2017","November, 2017",2017-11-18,Coal,Thermal,187066.500000000000,2562.4600000000000000,2544.9200000000000000
India,"Calendar Year (Jan - Dec), 2017","November, 2017",2017-11-18,Nuclear,Nuclear,6780.0000000000000000,94.3000000000000000,109.3900000000000000
India,"Calendar Year (Jan - Dec), 2017","November, 2017",2017-11-18,Hydro,Hydro,44922.420000000000,285.6000000000000000,244.5200000000000000
India,"Calendar Year (Jan - Dec), 2017","November, 2017",2017-11-17,Coal,Thermal,187066.500000000000,2565.4500000000000000,2559.1900000000000000
India,"Calendar Year (Jan - Dec), 2017","November, 2017",2017-11-17,Nuclear,Nuclear,6780.0000000000000000,94.3000000000000000,109.3500000000000000
India,"Calendar Year (Jan - Dec), 2017","November, 2017",2017-11-17,Hydro,Hydro,44922.420000000000,285.6000000000000000,252.8100000000000000
India,"Calendar Year (Jan - Dec), 2017","November, 2017",2017-11-16,Coal,Thermal,187066.500000000000,2570.8300000000000000,2541.6900000000000000
India,"Calendar Year (Jan - Dec), 2017","November, 2017",2017-11-16,Nuclear,Nuclear,6780.0000000000000000,94.3000000000000000,109.3800000000000000
India,"Calendar Year (Jan - Dec), 2017","November, 2017",2017-11-16,Hydro,Hydro,44922.420000000000,285.6000000000000000,250.2100000000000000
India,"Calendar Year (Jan - Dec), 2017","November, 2017",2017-11-15,Coal,Thermal,187066.500000000000,2563.3700000000000000,2567.5200000000000000
India,"Calendar Year (Jan - Dec), 2017","November, 2017",2017-11-15,Nuclear,Nuclear,6780.0000000000000000,94.3000000000000000,109.2800000000000000
India,"Calendar Year (Jan - Dec), 2017","November, 2017",2017-11-15,Hydro,Hydro,44922.420000000000,285.6000000000000000,245.3000000000000000
India,"Calendar Year (Jan - Dec), 2017","November, 2017",2017-11-12,Coal,Thermal,187066.500000000000,2567.8700000000000000,2478.5200000000000000
India,"Calendar Year (Jan - Dec), 2017","November, 2017",2017-11-12,Nuclear,Nuclear,6780.0000000000000000,94.3000000000000000,109.4800000000000000
India,"Calendar Year (Jan - Dec), 2017","November, 2017",2017-11-12,Hydro,Hydro,44922.420000000000,285.6000000000000000,216.2300000000000000
India,"Calendar Year (Jan - Dec), 2017","November, 2017",2017-11-11,Coal,Thermal,187066.500000000000,2567.8700000000000000,2554.9700000000000000
India,"Calendar Year (Jan - Dec), 2017","November, 2017",2017-11-11,Nuclear,Nuclear,6780.0000000000000000,94.3000000000000000,109.2700000000000000
India,"Calendar Year (Jan - Dec), 2017","November, 2017",2017-11-11,Hydro,Hydro,44922.420000000000,285.6000000000000000,256.9300000000000000
India,"Calendar Year (Jan - Dec), 2017","November, 2017",2017-11-10,Coal,Thermal,187066.500000000000,2567.8700000000000000,2593.6000000000000000
India,"Calendar Year (Jan - Dec), 2017","November, 2017",2017-11-10,Nuclear,Nuclear,6780.0000000000000000,89.8000000000000000,109.2200000000000000
India,"Calendar Year (Jan - Dec), 2017","November, 2017",2017-11-10,Hydro,Hydro,44922.420000000000,285.6000000000000000,265.2700000000000000
India,"Calendar Year (Jan - Dec), 2017","November, 2017",2017-11-09,Coal,Thermal,187066.500000000000,2572.9800000000000000,2639.7200000000000000
India,"Calendar Year (Jan - Dec), 2017","November, 2017",2017-11-09,Nuclear,Nuclear,6780.0000000000000000,89.8000000000000000,109.2900000000000000
India,"Calendar Year (Jan - Dec), 2017","November, 2017",2017-11-09,Hydro,Hydro,44922.420000000000,285.6000000000000000,256.9000000000000000
India,"Calendar Year (Jan - Dec), 2017","November, 2017",2017-11-08,Coal,Thermal,187066.500000000000,2572.9800000000000000,2612.3600000000000000
India,"Calendar Year (Jan - Dec), 2017","November, 2017",2017-11-08,Nuclear,Nuclear,6780.0000000000000000,89.8000000000000000,108.9900000000000000
India,"Calendar Year (Jan - Dec), 2017","November, 2017",2017-11-08,Hydro,Hydro,44922.420000000000,285.6000000000000000,257.9300000000000000
India,"Calendar Year (Jan - Dec), 2017","November, 2017",2017-11-07,Coal,Thermal,187066.500000000000,2564.1100000000000000,2587.4100000000000000
India,"Calendar Year (Jan - Dec), 2017","November, 2017",2017-11-07,Nuclear,Nuclear,6780.0000000000000000,89.8000000000000000,108.5100000000000000
India,"Calendar Year (Jan - Dec), 2017","November, 2017",2017-11-07,Hydro,Hydro,44922.420000000000,285.6000000000000000,277.2100000000000000
India,"Calendar Year (Jan - Dec), 2017","November, 2017",2017-11-06,Coal,Thermal,187066.500000000000,2560.3600000000000000,2560.2600000000000000
India,"Calendar Year (Jan - Dec), 2017","November, 2017",2017-11-06,Nuclear,Nuclear,6780.0000000000000000,89.8000000000000000,108.5000000000000000
India,"Calendar Year (Jan - Dec), 2017","November, 2017",2017-11-06,Hydro,Hydro,44922.420000000000,285.6000000000000000,277.2900000000000000
India,"Calendar Year (Jan - Dec), 2017","November, 2017",2017-11-05,Coal,Thermal,187066.500000000000,2560.3600000000000000,2517.0300000000000000
India,"Calendar Year (Jan - Dec), 2017","November, 2017",2017-11-05,Nuclear,Nuclear,6780.0000000000000000,89.8000000000000000,103.6400000000000000
India,"Calendar Year (Jan - Dec), 2017","November, 2017",2017-11-05,Hydro,Hydro,44922.420000000000,285.6000000000000000,230.7100000000000000
India,"Calendar Year (Jan - Dec), 2017","November, 2017",2017-11-04,Coal,Thermal,187066.500000000000,2562.3600000000000000,2551.3800000000000000
India,"Calendar Year (Jan - Dec), 2017","November, 2017",2017-11-04,Nuclear,Nuclear,6780.0000000000000000,89.8000000000000000,109.0200000000000000
India,"Calendar Year (Jan - Dec), 2017","November, 2017",2017-11-04,Hydro,Hydro,44922.420000000000,285.6000000000000000,263.6200000000000000
India,"Calendar Year (Jan - Dec), 2017","November, 2017",2017-11-03,Coal,Thermal,187066.500000000000,2562.3600000000000000,2585.1000000000000000
India,"Calendar Year (Jan - Dec), 2017","November, 2017",2017-11-03,Nuclear,Nuclear,6780.0000000000000000,89.8000000000000000,109.4600000000000000
India,"Calendar Year (Jan - Dec), 2017","November, 2017",2017-11-03,Hydro,Hydro,44922.420000000000,285.6000000000000000,277.5800000000000000
India,"Calendar Year (Jan - Dec), 2017","November, 2017",2017-11-02,Coal,Thermal,187066.500000000000,2560.9700000000000000,2581.1000000000000000
India,"Calendar Year (Jan - Dec), 2017","November, 2017",2017-11-02,Nuclear,Nuclear,6780.0000000000000000,89.8000000000000000,109.2000000000000000
India,"Calendar Year (Jan - Dec), 2017","November, 2017",2017-11-02,Hydro,Hydro,44922.420000000000,285.6000000000000000,284.0800000000000000
India,"Calendar Year (Jan - Dec), 2017","November, 2017",2017-11-01,Coal,Thermal,187066.500000000000,2560.9700000000000000,2596.0400000000000000
India,"Calendar Year (Jan - Dec), 2017","November, 2017",2017-11-01,Nuclear,Nuclear,6780.0000000000000000,89.8000000000000000,109.1800000000000000
India,"Calendar Year (Jan - Dec), 2017","November, 2017",2017-11-01,Hydro,Hydro,44922.420000000000,285.6000000000000000,262.2500000000000000
India,"Calendar Year (Jan - Dec), 2017","October, 2017",2017-10-31,Coal,Thermal,187066.500000000000,2637.3400000000000000,2609.4000000000000000
India,"Calendar Year (Jan - Dec), 2017","October, 2017",2017-10-31,Nuclear,Nuclear,6780.0000000000000000,98.6600000000000000,109.0900000000000000
India,"Calendar Year (Jan - Dec), 2017","October, 2017",2017-10-31,Hydro,Hydro,44922.420000000000,387.1600000000000000,282.0400000000000000
India,"Calendar Year (Jan - Dec), 2017","October, 2017",2017-10-19,Coal,Thermal,187066.500000000000,2679.4500000000000000,2428.5800000000000000
India,"Calendar Year (Jan - Dec), 2017","October, 2017",2017-10-19,Nuclear,Nuclear,6780.0000000000000000,98.6600000000000000,94.8200000000000000
India,"Calendar Year (Jan - Dec), 2017","October, 2017",2017-10-19,Hydro,Hydro,44765.420000000000,387.1600000000000000,329.4900000000000000
India,"Calendar Year (Jan - Dec), 2017","October, 2017",2017-10-18,Coal,Thermal,187066.500000000000,2666.9600000000000000,2581.3300000000000000
India,"Calendar Year (Jan - Dec), 2017","October, 2017",2017-10-18,Nuclear,Nuclear,6780.0000000000000000,98.6600000000000000,105.5800000000000000
India,"Calendar Year (Jan - Dec), 2017","October, 2017",2017-10-18,Hydro,Hydro,44765.420000000000,387.1600000000000000,337.3600000000000000
India,"Calendar Year (Jan - Dec), 2017","October, 2017",2017-10-17,Coal,Thermal,187066.500000000000,2679.9600000000000000,2619.2100000000000000
India,"Calendar Year (Jan - Dec), 2017","October, 2017",2017-10-17,Nuclear,Nuclear,6780.0000000000000000,98.6600000000000000,103.9100000000000000
India,"Calendar Year (Jan - Dec), 2017","October, 2017",2017-10-17,Hydro,Hydro,44765.420000000000,387.1600000000000000,360.8200000000000000
India,"Calendar Year (Jan - Dec), 2017","October, 2017",2017-10-16,Coal,Thermal,187066.500000000000,2676.9200000000000000,2535.6100000000000000
India,"Calendar Year (Jan - Dec), 2017","October, 2017",2017-10-16,Nuclear,Nuclear,6780.0000000000000000,98.6600000000000000,101.4200000000000000
India,"Calendar Year (Jan - Dec), 2017","October, 2017",2017-10-16,Hydro,Hydro,44765.420000000000,387.1600000000000000,350.1600000000000000
India,"Calendar Year (Jan - Dec), 2017","October, 2017",2017-10-15,Coal,Thermal,187066.500000000000,2675.9600000000000000,2503.4800000000000000
India,"Calendar Year (Jan - Dec), 2017","October, 2017",2017-10-15,Nuclear,Nuclear,6780.0000000000000000,98.6600000000000000,99.6400000000000000
India,"Calendar Year (Jan - Dec), 2017","October, 2017",2017-10-15,Hydro,Hydro,44765.420000000000,387.1600000000000000,371.8900000000000000
India,"Calendar Year (Jan - Dec), 2017","October, 2017",2017-10-14,Coal,Thermal,187066.500000000000,2660.9000000000000000,2627.6000000000000000
India,"Calendar Year (Jan - Dec), 2017","October, 2017",2017-10-14,Nuclear,Nuclear,6780.0000000000000000,98.6600000000000000,99.3200000000000000
India,"Calendar Year (Jan - Dec), 2017","October, 2017",2017-10-14,Hydro,Hydro,44765.420000000000,387.1600000000000000,381.4400000000000000
India,"Calendar Year (Jan - Dec), 2017","October, 2017",2017-10-13,Coal,Thermal,187066.500000000000,2663.9400000000000000,2633.4600000000000000
India,"Calendar Year (Jan - Dec), 2017","October, 2017",2017-10-13,Nuclear,Nuclear,6780.0000000000000000,98.6600000000000000,99.4100000000000000
India,"Calendar Year (Jan - Dec), 2017","October, 2017",2017-10-13,Hydro,Hydro,44765.420000000000,387.1600000000000000,397.8800000000000000
India,"Calendar Year (Jan - Dec), 2017","October, 2017",2017-10-12,Coal,Thermal,187066.500000000000,2663.9400000000000000,2644.6900000000000000
India,"Calendar Year (Jan - Dec), 2017","October, 2017",2017-10-12,Nuclear,Nuclear,6780.0000000000000000,98.6600000000000000,98.8300000000000000
India,"Calendar Year (Jan - Dec), 2017","October, 2017",2017-10-12,Hydro,Hydro,44765.420000000000,387.1600000000000000,399.9000000000000000
India,"Calendar Year (Jan - Dec), 2017","October, 2017",2017-10-11,Coal,Thermal,187066.500000000000,2663.9400000000000000,2634.4800000000000000
India,"Calendar Year (Jan - Dec), 2017","October, 2017",2017-10-11,Nuclear,Nuclear,6780.0000000000000000,98.6600000000000000,98.3400000000000000
India,"Calendar Year (Jan - Dec), 2017","October, 2017",2017-10-11,Hydro,Hydro,44765.420000000000,387.1600000000000000,402.3500000000000000
India,"Calendar Year (Jan - Dec), 2017","October, 2017",2017-10-10,Coal,Thermal,187066.500000000000,2647.9400000000000000,2617.5900000000000000
India,"Calendar Year (Jan - Dec), 2017","October, 2017",2017-10-10,Nuclear,Nuclear,6780.0000000000000000,98.6600000000000000,97.9400000000000000
India,"Calendar Year (Jan - Dec), 2017","October, 2017",2017-10-10,Hydro,Hydro,44765.420000000000,387.1600000000000000,413.9600000000000000
India,"Calendar Year (Jan - Dec), 2017","October, 2017",2017-10-09,Coal,Thermal,187066.500000000000,2647.9400000000000000,2591.5200000000000000
India,"Calendar Year (Jan - Dec), 2017","October, 2017",2017-10-09,Nuclear,Nuclear,6780.0000000000000000,98.6600000000000000,98.9900000000000000
India,"Calendar Year (Jan - Dec), 2017","October, 2017",2017-10-09,Hydro,Hydro,44765.420000000000,387.1600000000000000,395.6700000000000000
India,"Calendar Year (Jan - Dec), 2017","October, 2017",2017-10-08,Coal,Thermal,187066.500000000000,2643.4600000000000000,2569.3600000000000000
India,"Calendar Year (Jan - Dec), 2017","October, 2017",2017-10-08,Nuclear,Nuclear,6780.0000000000000000,98.6600000000000000,99.2000000000000000
India,"Calendar Year (Jan - Dec), 2017","October, 2017",2017-10-08,Hydro,Hydro,44765.420000000000,387.1600000000000000,380.6400000000000000
India,"Calendar Year (Jan - Dec), 2017","October, 2017",2017-10-07,Coal,Thermal,187066.500000000000,2634.5800000000000000,2677.6500000000000000
India,"Calendar Year (Jan - Dec), 2017","October, 2017",2017-10-07,Nuclear,Nuclear,6780.0000000000000000,98.6600000000000000,98.9600000000000000
India,"Calendar Year (Jan - Dec), 2017","October, 2017",2017-10-07,Hydro,Hydro,44765.420000000000,387.1600000000000000,402.2600000000000000
India,"Calendar Year (Jan - Dec), 2017","October, 2017",2017-10-06,Coal,Thermal,187066.500000000000,2634.5800000000000000,2669.6500000000000000
India,"Calendar Year (Jan - Dec), 2017","October, 2017",2017-10-06,Nuclear,Nuclear,6780.0000000000000000,98.6600000000000000,98.5700000000000000
India,"Calendar Year (Jan - Dec), 2017","October, 2017",2017-10-06,Hydro,Hydro,44765.420000000000,387.1600000000000000,406.9100000000000000
India,"Calendar Year (Jan - Dec), 2017","October, 2017",2017-10-05,Coal,Thermal,187066.500000000000,2633.1200000000000000,2670.7000000000000000
India,"Calendar Year (Jan - Dec), 2017","October, 2017",2017-10-05,Nuclear,Nuclear,6780.0000000000000000,98.6600000000000000,98.0400000000000000
India,"Calendar Year (Jan - Dec), 2017","October, 2017",2017-10-05,Hydro,Hydro,44765.420000000000,387.1600000000000000,427.0400000000000000
India,"Calendar Year (Jan - Dec), 2017","October, 2017",2017-10-04,Coal,Thermal,187066.500000000000,2637.6000000000000000,2605.1600000000000000
India,"Calendar Year (Jan - Dec), 2017","October, 2017",2017-10-04,Nuclear,Nuclear,6780.0000000000000000,98.6600000000000000,96.7200000000000000
India,"Calendar Year (Jan - Dec), 2017","October, 2017",2017-10-04,Hydro,Hydro,44765.420000000000,387.1600000000000000,449.5600000000000000
India,"Calendar Year (Jan - Dec), 2017","October, 2017",2017-10-03,Coal,Thermal,187066.500000000000,2637.6000000000000000,2589.2200000000000000
India,"Calendar Year (Jan - Dec), 2017","October, 2017",2017-10-03,Nuclear,Nuclear,6780.0000000000000000,98.6600000000000000,94.7700000000000000
India,"Calendar Year (Jan - Dec), 2017","October, 2017",2017-10-03,Hydro,Hydro,44765.420000000000,387.1600000000000000,428.3600000000000000
India,"Calendar Year (Jan - Dec), 2017","October, 2017",2017-10-01,Coal,Thermal,187066.500000000000,2637.6000000000000000,2444.5900000000000000
India,"Calendar Year (Jan - Dec), 2017","October, 2017",2017-10-01,Nuclear,Nuclear,6780.0000000000000000,98.6600000000000000,93.1700000000000000
India,"Calendar Year (Jan - Dec), 2017","October, 2017",2017-10-01,Hydro,Hydro,44765.420000000000,387.1600000000000000,385.1600000000000000
India,"Calendar Year (Jan - Dec), 2017","September, 2017",2017-09-30,Coal,Thermal,187066.500000000000,2655.3000000000000000,2474.7600000000000000
India,"Calendar Year (Jan - Dec), 2017","September, 2017",2017-09-30,Nuclear,Nuclear,6780.0000000000000000,118.2600000000000000,93.1200000000000000
India,"Calendar Year (Jan - Dec), 2017","September, 2017",2017-09-30,Hydro,Hydro,44765.420000000000,567.4200000000000000,423.6700000000000000
India,"Calendar Year (Jan - Dec), 2017","September, 2017",2017-09-29,Coal,Thermal,187066.500000000000,2655.3000000000000000,2540.1100000000000000
