Country,Year,Month,Calendar Day,Types Of Fuel,Type Of Category,"Monitored Capacity  (UOM:MW(MegaWatt)), Scaling Factor:1","Targeted Generation Of Electricity For The Current Day (UOM:MU(MillionUnits)), Scaling Factor:1","Actual Generation Of Electricity For The Current Day (UOM:MU(MillionUnits)), Scaling Factor:1"
India,"Calendar Year (Jan - Dec), 2022","July, 2022",2022-07-18,Hydro,Hydro,46850.170000000000,586.8700000000000000,659.6100000000000000
India,"Calendar Year (Jan - Dec), 2022","July, 2022",2022-07-17,Coal,Thermal,204079.500000000000,3187.4100000000000000,2667.0400000000000000
India,"Calendar Year (Jan - Dec), 2022","July, 2022",2022-07-17,Nuclear,Nuclear,6780.0000000000000000,114.8900000000000000,116.4100000000000000
India,"Calendar Year (Jan - Dec), 2022","July, 2022",2022-07-17,Hydro,Hydro,46850.170000000000,586.8700000000000000,648.0400000000000000
India,"Calendar Year (Jan - Dec), 2022","July, 2022",2022-07-16,Coal,Thermal,204079.500000000000,3197.8500000000000000,2787.2700000000000000
India,"Calendar Year (Jan - Dec), 2022","July, 2022",2022-07-16,Nuclear,Nuclear,6780.0000000000000000,114.8900000000000000,116.3600000000000000
India,"Calendar Year (Jan - Dec), 2022","July, 2022",2022-07-16,Hydro,Hydro,46850.170000000000,586.8700000000000000,658.0900000000000000
India,"Calendar Year (Jan - Dec), 2022","July, 2022",2022-07-15,Coal,Thermal,204079.500000000000,3190.6500000000000000,2766.1300000000000000
India,"Calendar Year (Jan - Dec), 2022","July, 2022",2022-07-15,Nuclear,Nuclear,6780.0000000000000000,114.8900000000000000,119.0600000000000000
India,"Calendar Year (Jan - Dec), 2022","July, 2022",2022-07-15,Hydro,Hydro,46850.170000000000,586.8700000000000000,641.7200000000000000
India,"Calendar Year (Jan - Dec), 2022","July, 2022",2022-07-14,Coal,Thermal,204079.500000000000,3225.7300000000000000,2768.4400000000000000
India,"Calendar Year (Jan - Dec), 2022","July, 2022",2022-07-14,Nuclear,Nuclear,6780.0000000000000000,114.8900000000000000,125.8800000000000000
India,"Calendar Year (Jan - Dec), 2022","July, 2022",2022-07-14,Hydro,Hydro,46850.170000000000,586.8700000000000000,622.3400000000000000
India,"Calendar Year (Jan - Dec), 2022","July, 2022",2022-07-13,Coal,Thermal,204079.500000000000,3228.7300000000000000,2836.1000000000000000
India,"Calendar Year (Jan - Dec), 2022","July, 2022",2022-07-13,Nuclear,Nuclear,6780.0000000000000000,114.8900000000000000,116.4900000000000000
India,"Calendar Year (Jan - Dec), 2022","July, 2022",2022-07-13,Hydro,Hydro,46850.170000000000,586.8700000000000000,599.0400000000000000
India,"Calendar Year (Jan - Dec), 2022","July, 2022",2022-07-12,Coal,Thermal,204079.500000000000,3217.1000000000000000,2786.1500000000000000
India,"Calendar Year (Jan - Dec), 2022","July, 2022",2022-07-12,Nuclear,Nuclear,6780.0000000000000000,114.8900000000000000,131.2800000000000000
India,"Calendar Year (Jan - Dec), 2022","July, 2022",2022-07-12,Hydro,Hydro,46850.170000000000,586.8700000000000000,593.6300000000000000
India,"Calendar Year (Jan - Dec), 2022","July, 2022",2022-07-11,Coal,Thermal,204079.500000000000,3217.2900000000000000,2764.7500000000000000
India,"Calendar Year (Jan - Dec), 2022","July, 2022",2022-07-11,Nuclear,Nuclear,6780.0000000000000000,114.8900000000000000,131.3300000000000000
India,"Calendar Year (Jan - Dec), 2022","July, 2022",2022-07-11,Hydro,Hydro,46850.170000000000,586.8700000000000000,570.7800000000000000
India,"Calendar Year (Jan - Dec), 2022","July, 2022",2022-07-10,Coal,Thermal,204079.500000000000,3200.0000000000000000,2625.6900000000000000
India,"Calendar Year (Jan - Dec), 2022","July, 2022",2022-07-10,Nuclear,Nuclear,6780.0000000000000000,114.8900000000000000,138.9300000000000000
India,"Calendar Year (Jan - Dec), 2022","July, 2022",2022-07-10,Hydro,Hydro,46850.170000000000,586.8700000000000000,535.5700000000000000
India,"Calendar Year (Jan - Dec), 2022","July, 2022",2022-07-09,Coal,Thermal,204079.500000000000,3207.7300000000000000,2870.4900000000000000
India,"Calendar Year (Jan - Dec), 2022","July, 2022",2022-07-09,Nuclear,Nuclear,6780.0000000000000000,114.8900000000000000,139.7100000000000000
India,"Calendar Year (Jan - Dec), 2022","July, 2022",2022-07-09,Hydro,Hydro,46850.170000000000,586.8700000000000000,543.5300000000000000
India,"Calendar Year (Jan - Dec), 2022","July, 2022",2022-07-08,Coal,Thermal,204079.500000000000,3207.7300000000000000,3104.6100000000000000
India,"Calendar Year (Jan - Dec), 2022","July, 2022",2022-07-08,Nuclear,Nuclear,6780.0000000000000000,134.6400000000000000,139.8100000000000000
India,"Calendar Year (Jan - Dec), 2022","July, 2022",2022-07-08,Hydro,Hydro,46850.170000000000,586.8700000000000000,556.2000000000000000
India,"Calendar Year (Jan - Dec), 2022","July, 2022",2022-07-07,Coal,Thermal,204079.500000000000,3207.7300000000000000,3150.5300000000000000
India,"Calendar Year (Jan - Dec), 2022","July, 2022",2022-07-07,Nuclear,Nuclear,6780.0000000000000000,134.6400000000000000,139.0400000000000000
India,"Calendar Year (Jan - Dec), 2022","July, 2022",2022-07-07,Hydro,Hydro,46850.170000000000,586.8700000000000000,559.5800000000000000
India,"Calendar Year (Jan - Dec), 2022","July, 2022",2022-07-06,Coal,Thermal,204079.500000000000,3207.7300000000000000,3125.9600000000000000
India,"Calendar Year (Jan - Dec), 2022","July, 2022",2022-07-06,Nuclear,Nuclear,6780.0000000000000000,134.6400000000000000,138.9500000000000000
India,"Calendar Year (Jan - Dec), 2022","July, 2022",2022-07-06,Hydro,Hydro,46850.170000000000,586.8700000000000000,580.6600000000000000
India,"Calendar Year (Jan - Dec), 2022","July, 2022",2022-07-05,Coal,Thermal,204079.500000000000,3190.3800000000000000,3148.1100000000000000
India,"Calendar Year (Jan - Dec), 2022","July, 2022",2022-07-05,Nuclear,Nuclear,6780.0000000000000000,134.6400000000000000,138.8200000000000000
India,"Calendar Year (Jan - Dec), 2022","July, 2022",2022-07-05,Hydro,Hydro,46850.170000000000,586.8700000000000000,563.0400000000000000
India,"Calendar Year (Jan - Dec), 2022","July, 2022",2022-07-04,Coal,Thermal,204079.500000000000,3178.4200000000000000,3101.1700000000000000
India,"Calendar Year (Jan - Dec), 2022","July, 2022",2022-07-04,Nuclear,Nuclear,6780.0000000000000000,134.6400000000000000,138.7500000000000000
India,"Calendar Year (Jan - Dec), 2022","July, 2022",2022-07-04,Hydro,Hydro,46850.170000000000,586.8700000000000000,547.9300000000000000
India,"Calendar Year (Jan - Dec), 2022","July, 2022",2022-07-03,Coal,Thermal,204079.500000000000,3170.1300000000000000,2893.5300000000000000
India,"Calendar Year (Jan - Dec), 2022","July, 2022",2022-07-03,Nuclear,Nuclear,6780.0000000000000000,130.1800000000000000,138.1500000000000000
India,"Calendar Year (Jan - Dec), 2022","July, 2022",2022-07-03,Hydro,Hydro,46850.170000000000,586.8700000000000000,525.8100000000000000
India,"Calendar Year (Jan - Dec), 2022","July, 2022",2022-07-02,Coal,Thermal,204079.500000000000,3170.1300000000000000,3003.3100000000000000
India,"Calendar Year (Jan - Dec), 2022","July, 2022",2022-07-02,Nuclear,Nuclear,6780.0000000000000000,130.1800000000000000,138.9900000000000000
India,"Calendar Year (Jan - Dec), 2022","July, 2022",2022-07-02,Hydro,Hydro,46850.170000000000,586.8700000000000000,523.2700000000000000
India,"Calendar Year (Jan - Dec), 2022","July, 2022",2022-07-01,Coal,Thermal,204079.500000000000,3170.1300000000000000,2918.0700000000000000
India,"Calendar Year (Jan - Dec), 2022","July, 2022",2022-07-01,Nuclear,Nuclear,6780.0000000000000000,130.1800000000000000,139.2500000000000000
India,"Calendar Year (Jan - Dec), 2022","July, 2022",2022-07-01,Hydro,Hydro,46850.170000000000,586.8700000000000000,504.1800000000000000
India,"Calendar Year (Jan - Dec), 2022","June, 2022",2022-06-30,Coal,Thermal,204079.500000000000,3246.6300000000000000,2956.9200000000000000
India,"Calendar Year (Jan - Dec), 2022","June, 2022",2022-06-30,Nuclear,Nuclear,6780.0000000000000000,130.1900000000000000,139.0400000000000000
India,"Calendar Year (Jan - Dec), 2022","June, 2022",2022-06-30,Hydro,Hydro,46842.520000000000,526.5500000000000000,502.2300000000000000
India,"Calendar Year (Jan - Dec), 2022","June, 2022",2022-06-29,Coal,Thermal,204079.500000000000,3246.6300000000000000,3248.9500000000000000
India,"Calendar Year (Jan - Dec), 2022","June, 2022",2022-06-29,Nuclear,Nuclear,6780.0000000000000000,130.1900000000000000,137.1800000000000000
India,"Calendar Year (Jan - Dec), 2022","June, 2022",2022-06-29,Hydro,Hydro,46842.520000000000,526.5500000000000000,522.3900000000000000
India,"Calendar Year (Jan - Dec), 2022","June, 2022",2022-06-28,Coal,Thermal,204079.500000000000,3246.6300000000000000,3397.7900000000000000
India,"Calendar Year (Jan - Dec), 2022","June, 2022",2022-06-28,Nuclear,Nuclear,6780.0000000000000000,130.1900000000000000,138.1400000000000000
India,"Calendar Year (Jan - Dec), 2022","June, 2022",2022-06-28,Hydro,Hydro,46842.520000000000,526.5500000000000000,528.4600000000000000
India,"Calendar Year (Jan - Dec), 2022","June, 2022",2022-06-27,Coal,Thermal,204079.500000000000,3246.6300000000000000,3363.3800000000000000
India,"Calendar Year (Jan - Dec), 2022","June, 2022",2022-06-27,Nuclear,Nuclear,6780.0000000000000000,130.1900000000000000,136.3600000000000000
India,"Calendar Year (Jan - Dec), 2022","June, 2022",2022-06-27,Hydro,Hydro,46842.520000000000,526.5500000000000000,503.8600000000000000
India,"Calendar Year (Jan - Dec), 2022","June, 2022",2022-06-26,Coal,Thermal,204079.500000000000,3246.6300000000000000,3215.3300000000000000
India,"Calendar Year (Jan - Dec), 2022","June, 2022",2022-06-26,Nuclear,Nuclear,6780.0000000000000000,130.1900000000000000,136.2000000000000000
India,"Calendar Year (Jan - Dec), 2022","June, 2022",2022-06-26,Hydro,Hydro,46842.520000000000,526.5500000000000000,430.5500000000000000
India,"Calendar Year (Jan - Dec), 2022","June, 2022",2022-06-25,Coal,Thermal,204079.500000000000,3233.9300000000000000,3284.8200000000000000
India,"Calendar Year (Jan - Dec), 2022","June, 2022",2022-06-25,Nuclear,Nuclear,6780.0000000000000000,130.1900000000000000,132.5500000000000000
India,"Calendar Year (Jan - Dec), 2022","June, 2022",2022-06-25,Hydro,Hydro,46842.520000000000,526.5500000000000000,427.1500000000000000
India,"Calendar Year (Jan - Dec), 2022","June, 2022",2022-06-24,Coal,Thermal,204079.500000000000,3241.5000000000000000,3319.9800000000000000
India,"Calendar Year (Jan - Dec), 2022","June, 2022",2022-06-24,Nuclear,Nuclear,6780.0000000000000000,130.1900000000000000,128.0400000000000000
India,"Calendar Year (Jan - Dec), 2022","June, 2022",2022-06-24,Hydro,Hydro,46842.520000000000,526.5500000000000000,408.7500000000000000
India,"Calendar Year (Jan - Dec), 2022","June, 2022",2022-06-23,Coal,Thermal,204079.500000000000,3241.5000000000000000,3353.5100000000000000
India,"Calendar Year (Jan - Dec), 2022","June, 2022",2022-06-23,Nuclear,Nuclear,6780.0000000000000000,130.1900000000000000,127.3600000000000000
India,"Calendar Year (Jan - Dec), 2022","June, 2022",2022-06-23,Hydro,Hydro,46842.520000000000,526.5500000000000000,415.3500000000000000
India,"Calendar Year (Jan - Dec), 2022","June, 2022",2022-06-22,Coal,Thermal,204079.500000000000,3227.1200000000000000,3218.5000000000000000
India,"Calendar Year (Jan - Dec), 2022","June, 2022",2022-06-22,Nuclear,Nuclear,6780.0000000000000000,130.1900000000000000,125.1600000000000000
India,"Calendar Year (Jan - Dec), 2022","June, 2022",2022-06-22,Hydro,Hydro,46842.520000000000,526.5500000000000000,411.5900000000000000
India,"Calendar Year (Jan - Dec), 2022","June, 2022",2022-06-21,Coal,Thermal,204079.500000000000,3227.1200000000000000,2980.4700000000000000
India,"Calendar Year (Jan - Dec), 2022","June, 2022",2022-06-21,Nuclear,Nuclear,6780.0000000000000000,130.1900000000000000,124.1600000000000000
India,"Calendar Year (Jan - Dec), 2022","June, 2022",2022-06-21,Hydro,Hydro,46842.520000000000,526.5500000000000000,419.7500000000000000
India,"Calendar Year (Jan - Dec), 2022","June, 2022",2022-06-20,Coal,Thermal,204079.500000000000,3229.5700000000000000,2984.4800000000000000
India,"Calendar Year (Jan - Dec), 2022","June, 2022",2022-06-20,Nuclear,Nuclear,6780.0000000000000000,125.6900000000000000,124.5200000000000000
India,"Calendar Year (Jan - Dec), 2022","June, 2022",2022-06-20,Hydro,Hydro,46842.520000000000,526.5500000000000000,409.9500000000000000
India,"Calendar Year (Jan - Dec), 2022","June, 2022",2022-06-19,Coal,Thermal,204079.500000000000,3245.2500000000000000,2999.6200000000000000
India,"Calendar Year (Jan - Dec), 2022","June, 2022",2022-06-19,Nuclear,Nuclear,6780.0000000000000000,125.6900000000000000,129.4500000000000000
India,"Calendar Year (Jan - Dec), 2022","June, 2022",2022-06-19,Hydro,Hydro,46842.520000000000,526.5500000000000000,418.9500000000000000
India,"Calendar Year (Jan - Dec), 2022","June, 2022",2022-06-18,Coal,Thermal,204079.500000000000,3241.4200000000000000,3218.1000000000000000
India,"Calendar Year (Jan - Dec), 2022","June, 2022",2022-06-18,Nuclear,Nuclear,6780.0000000000000000,125.6900000000000000,129.1800000000000000
India,"Calendar Year (Jan - Dec), 2022","June, 2022",2022-06-18,Hydro,Hydro,46842.520000000000,526.5500000000000000,434.9000000000000000
India,"Calendar Year (Jan - Dec), 2022","June, 2022",2022-06-17,Coal,Thermal,204079.500000000000,3242.2900000000000000,3275.0000000000000000
India,"Calendar Year (Jan - Dec), 2022","June, 2022",2022-06-17,Nuclear,Nuclear,6780.0000000000000000,125.6900000000000000,128.5600000000000000
India,"Calendar Year (Jan - Dec), 2022","June, 2022",2022-06-17,Hydro,Hydro,46842.520000000000,526.5500000000000000,463.6700000000000000
India,"Calendar Year (Jan - Dec), 2022","June, 2022",2022-06-16,Coal,Thermal,204079.500000000000,3242.2900000000000000,3338.3700000000000000
India,"Calendar Year (Jan - Dec), 2022","June, 2022",2022-06-16,Nuclear,Nuclear,6780.0000000000000000,125.6900000000000000,127.3400000000000000
India,"Calendar Year (Jan - Dec), 2022","June, 2022",2022-06-16,Hydro,Hydro,46722.520000000000,526.5500000000000000,491.9000000000000000
India,"Calendar Year (Jan - Dec), 2022","June, 2022",2022-06-15,Coal,Thermal,204079.500000000000,3238.8200000000000000,3457.2500000000000000
India,"Calendar Year (Jan - Dec), 2022","June, 2022",2022-06-15,Nuclear,Nuclear,6780.0000000000000000,125.6900000000000000,127.5600000000000000
India,"Calendar Year (Jan - Dec), 2022","June, 2022",2022-06-15,Hydro,Hydro,46722.520000000000,526.5500000000000000,507.1700000000000000
India,"Calendar Year (Jan - Dec), 2022","June, 2022",2022-06-14,Coal,Thermal,204079.500000000000,3255.0900000000000000,3568.7600000000000000
India,"Calendar Year (Jan - Dec), 2022","June, 2022",2022-06-14,Nuclear,Nuclear,6780.0000000000000000,125.6900000000000000,126.0000000000000000
India,"Calendar Year (Jan - Dec), 2022","June, 2022",2022-06-14,Hydro,Hydro,46722.520000000000,526.5500000000000000,485.2000000000000000
India,"Calendar Year (Jan - Dec), 2022","June, 2022",2022-06-13,Coal,Thermal,204079.500000000000,3255.0900000000000000,3514.2600000000000000
India,"Calendar Year (Jan - Dec), 2022","June, 2022",2022-06-13,Nuclear,Nuclear,6780.0000000000000000,125.6900000000000000,123.8900000000000000
India,"Calendar Year (Jan - Dec), 2022","June, 2022",2022-06-13,Hydro,Hydro,46722.520000000000,526.5500000000000000,491.4400000000000000
India,"Calendar Year (Jan - Dec), 2022","June, 2022",2022-06-12,Coal,Thermal,204079.500000000000,3255.4800000000000000,3336.2800000000000000
India,"Calendar Year (Jan - Dec), 2022","June, 2022",2022-06-12,Nuclear,Nuclear,6780.0000000000000000,125.6900000000000000,125.2300000000000000
India,"Calendar Year (Jan - Dec), 2022","June, 2022",2022-06-12,Hydro,Hydro,46722.520000000000,526.5500000000000000,476.0800000000000000
India,"Calendar Year (Jan - Dec), 2022","June, 2022",2022-06-11,Coal,Thermal,204079.500000000000,3255.4800000000000000,3415.1400000000000000
India,"Calendar Year (Jan - Dec), 2022","June, 2022",2022-06-11,Nuclear,Nuclear,6780.0000000000000000,125.6900000000000000,124.4700000000000000
India,"Calendar Year (Jan - Dec), 2022","June, 2022",2022-06-11,Hydro,Hydro,46722.520000000000,526.5500000000000000,475.2500000000000000
India,"Calendar Year (Jan - Dec), 2022","June, 2022",2022-06-10,Coal,Thermal,204079.500000000000,3255.4800000000000000,3437.0200000000000000
India,"Calendar Year (Jan - Dec), 2022","June, 2022",2022-06-10,Nuclear,Nuclear,6780.0000000000000000,125.6900000000000000,123.3400000000000000
India,"Calendar Year (Jan - Dec), 2022","June, 2022",2022-06-10,Hydro,Hydro,46722.520000000000,526.5500000000000000,489.1200000000000000
India,"Calendar Year (Jan - Dec), 2022","June, 2022",2022-06-09,Coal,Thermal,204079.500000000000,3299.7600000000000000,3374.1900000000000000
India,"Calendar Year (Jan - Dec), 2022","June, 2022",2022-06-09,Nuclear,Nuclear,6780.0000000000000000,125.6900000000000000,123.1800000000000000
India,"Calendar Year (Jan - Dec), 2022","June, 2022",2022-06-09,Hydro,Hydro,46722.520000000000,526.5500000000000000,503.6900000000000000
India,"Calendar Year (Jan - Dec), 2022","June, 2022",2022-06-08,Coal,Thermal,204079.500000000000,3296.6200000000000000,3418.2300000000000000
India,"Calendar Year (Jan - Dec), 2022","June, 2022",2022-06-08,Nuclear,Nuclear,6780.0000000000000000,125.6900000000000000,121.6900000000000000
India,"Calendar Year (Jan - Dec), 2022","June, 2022",2022-06-08,Hydro,Hydro,46722.520000000000,526.5500000000000000,480.6700000000000000
India,"Calendar Year (Jan - Dec), 2022","June, 2022",2022-06-07,Coal,Thermal,204079.500000000000,3296.6200000000000000,3481.3200000000000000
India,"Calendar Year (Jan - Dec), 2022","June, 2022",2022-06-07,Nuclear,Nuclear,6780.0000000000000000,125.6900000000000000,114.1700000000000000
India,"Calendar Year (Jan - Dec), 2022","June, 2022",2022-06-07,Hydro,Hydro,46722.520000000000,526.5500000000000000,477.1700000000000000
India,"Calendar Year (Jan - Dec), 2022","June, 2022",2022-06-06,Coal,Thermal,204079.500000000000,3292.8300000000000000,3507.1500000000000000
India,"Calendar Year (Jan - Dec), 2022","June, 2022",2022-06-06,Nuclear,Nuclear,6780.0000000000000000,125.6900000000000000,114.8300000000000000
India,"Calendar Year (Jan - Dec), 2022","June, 2022",2022-06-06,Hydro,Hydro,46722.520000000000,526.5500000000000000,463.9300000000000000
India,"Calendar Year (Jan - Dec), 2022","June, 2022",2022-06-05,Coal,Thermal,204079.500000000000,3292.8300000000000000,3377.7000000000000000
India,"Calendar Year (Jan - Dec), 2022","June, 2022",2022-06-05,Nuclear,Nuclear,6780.0000000000000000,125.6900000000000000,116.2400000000000000
India,"Calendar Year (Jan - Dec), 2022","June, 2022",2022-06-05,Hydro,Hydro,46722.520000000000,526.5500000000000000,443.6900000000000000
India,"Calendar Year (Jan - Dec), 2022","June, 2022",2022-06-04,Coal,Thermal,204079.500000000000,3305.5800000000000000,3490.8100000000000000
India,"Calendar Year (Jan - Dec), 2022","June, 2022",2022-06-04,Nuclear,Nuclear,6780.0000000000000000,125.6900000000000000,125.4000000000000000
India,"Calendar Year (Jan - Dec), 2022","June, 2022",2022-06-04,Hydro,Hydro,46722.520000000000,526.5500000000000000,463.4500000000000000
India,"Calendar Year (Jan - Dec), 2022","June, 2022",2022-06-03,Coal,Thermal,204079.500000000000,3305.5800000000000000,3445.8200000000000000
India,"Calendar Year (Jan - Dec), 2022","June, 2022",2022-06-03,Nuclear,Nuclear,6780.0000000000000000,125.6900000000000000,129.6200000000000000
India,"Calendar Year (Jan - Dec), 2022","June, 2022",2022-06-03,Hydro,Hydro,46722.520000000000,526.5500000000000000,459.4000000000000000
India,"Calendar Year (Jan - Dec), 2022","June, 2022",2022-06-02,Coal,Thermal,204079.500000000000,3309.6500000000000000,3465.5800000000000000
India,"Calendar Year (Jan - Dec), 2022","June, 2022",2022-06-02,Nuclear,Nuclear,6780.0000000000000000,125.6900000000000000,130.0600000000000000
India,"Calendar Year (Jan - Dec), 2022","June, 2022",2022-06-02,Hydro,Hydro,46722.520000000000,526.5500000000000000,420.9300000000000000
India,"Calendar Year (Jan - Dec), 2022","June, 2022",2022-06-01,Coal,Thermal,204079.500000000000,3309.6500000000000000,3412.4600000000000000
India,"Calendar Year (Jan - Dec), 2022","June, 2022",2022-06-01,Nuclear,Nuclear,6780.0000000000000000,125.6900000000000000,125.3100000000000000
India,"Calendar Year (Jan - Dec), 2022","June, 2022",2022-06-01,Hydro,Hydro,46722.520000000000,526.5500000000000000,423.0300000000000000
India,"Calendar Year (Jan - Dec), 2022","May, 2022",2022-05-31,Coal,Thermal,204079.500000000000,3381.6300000000000000,3423.1100000000000000
India,"Calendar Year (Jan - Dec), 2022","May, 2022",2022-05-31,Nuclear,Nuclear,6780.0000000000000000,125.7600000000000000,123.1400000000000000
India,"Calendar Year (Jan - Dec), 2022","May, 2022",2022-05-31,Hydro,Hydro,46722.520000000000,407.1100000000000000,447.6700000000000000
India,"Calendar Year (Jan - Dec), 2022","May, 2022",2022-05-30,Coal,Thermal,204079.500000000000,3374.1800000000000000,3365.0700000000000000
India,"Calendar Year (Jan - Dec), 2022","May, 2022",2022-05-30,Nuclear,Nuclear,6780.0000000000000000,125.7600000000000000,110.8400000000000000
India,"Calendar Year (Jan - Dec), 2022","May, 2022",2022-05-30,Hydro,Hydro,46722.520000000000,407.1100000000000000,426.8900000000000000
India,"Calendar Year (Jan - Dec), 2022","May, 2022",2022-05-29,Coal,Thermal,204079.500000000000,3363.6800000000000000,3113.9700000000000000
India,"Calendar Year (Jan - Dec), 2022","May, 2022",2022-05-29,Nuclear,Nuclear,6780.0000000000000000,125.7600000000000000,106.6000000000000000
India,"Calendar Year (Jan - Dec), 2022","May, 2022",2022-05-29,Hydro,Hydro,46722.520000000000,407.1100000000000000,411.4700000000000000
India,"Calendar Year (Jan - Dec), 2022","May, 2022",2022-05-28,Coal,Thermal,204079.500000000000,3375.3200000000000000,3184.6600000000000000
India,"Calendar Year (Jan - Dec), 2022","May, 2022",2022-05-28,Nuclear,Nuclear,6780.0000000000000000,125.7600000000000000,106.5100000000000000
India,"Calendar Year (Jan - Dec), 2022","May, 2022",2022-05-28,Hydro,Hydro,46722.520000000000,407.1100000000000000,421.8900000000000000
India,"Calendar Year (Jan - Dec), 2022","May, 2022",2022-05-27,Coal,Thermal,204079.500000000000,3375.3200000000000000,3203.2500000000000000
India,"Calendar Year (Jan - Dec), 2022","May, 2022",2022-05-27,Nuclear,Nuclear,6780.0000000000000000,125.7600000000000000,106.7900000000000000
India,"Calendar Year (Jan - Dec), 2022","May, 2022",2022-05-27,Hydro,Hydro,46722.520000000000,407.1100000000000000,366.2100000000000000
India,"Calendar Year (Jan - Dec), 2022","May, 2022",2022-05-26,Coal,Thermal,204079.500000000000,3370.5200000000000000,3296.4400000000000000
India,"Calendar Year (Jan - Dec), 2022","May, 2022",2022-05-26,Nuclear,Nuclear,6780.0000000000000000,125.7600000000000000,106.1700000000000000
India,"Calendar Year (Jan - Dec), 2022","May, 2022",2022-05-26,Hydro,Hydro,46722.520000000000,407.1100000000000000,362.9200000000000000
India,"Calendar Year (Jan - Dec), 2022","May, 2022",2022-05-25,Coal,Thermal,204079.500000000000,3373.4000000000000000,3262.2500000000000000
India,"Calendar Year (Jan - Dec), 2022","May, 2022",2022-05-25,Nuclear,Nuclear,6780.0000000000000000,125.7600000000000000,104.4500000000000000
India,"Calendar Year (Jan - Dec), 2022","May, 2022",2022-05-25,Hydro,Hydro,46722.520000000000,407.1100000000000000,420.1700000000000000
India,"Calendar Year (Jan - Dec), 2022","May, 2022",2022-05-24,Coal,Thermal,204079.500000000000,3377.1900000000000000,2950.4400000000000000
India,"Calendar Year (Jan - Dec), 2022","May, 2022",2022-05-24,Nuclear,Nuclear,6780.0000000000000000,125.7600000000000000,105.3400000000000000
India,"Calendar Year (Jan - Dec), 2022","May, 2022",2022-05-24,Hydro,Hydro,46722.520000000000,407.1100000000000000,409.9000000000000000
India,"Calendar Year (Jan - Dec), 2022","May, 2022",2022-05-23,Coal,Thermal,204079.500000000000,3388.8300000000000000,2721.2900000000000000
India,"Calendar Year (Jan - Dec), 2022","May, 2022",2022-05-23,Nuclear,Nuclear,6780.0000000000000000,104.5100000000000000,108.5900000000000000
India,"Calendar Year (Jan - Dec), 2022","May, 2022",2022-05-23,Hydro,Hydro,46722.520000000000,407.1100000000000000,394.5600000000000000
India,"Calendar Year (Jan - Dec), 2022","May, 2022",2022-05-22,Coal,Thermal,204079.500000000000,3388.8300000000000000,2765.8000000000000000
India,"Calendar Year (Jan - Dec), 2022","May, 2022",2022-05-22,Nuclear,Nuclear,6780.0000000000000000,104.5100000000000000,113.2300000000000000
India,"Calendar Year (Jan - Dec), 2022","May, 2022",2022-05-22,Hydro,Hydro,46722.520000000000,407.1100000000000000,389.2400000000000000
India,"Calendar Year (Jan - Dec), 2022","May, 2022",2022-05-21,Coal,Thermal,204079.500000000000,3388.8300000000000000,3010.6000000000000000
India,"Calendar Year (Jan - Dec), 2022","May, 2022",2022-05-21,Nuclear,Nuclear,6780.0000000000000000,104.5100000000000000,112.1700000000000000
India,"Calendar Year (Jan - Dec), 2022","May, 2022",2022-05-21,Hydro,Hydro,46722.520000000000,407.1100000000000000,415.3200000000000000
India,"Calendar Year (Jan - Dec), 2022","May, 2022",2022-05-20,Coal,Thermal,204079.500000000000,3381.2800000000000000,3331.9300000000000000
India,"Calendar Year (Jan - Dec), 2022","May, 2022",2022-05-20,Nuclear,Nuclear,6780.0000000000000000,104.5100000000000000,112.4800000000000000
India,"Calendar Year (Jan - Dec), 2022","May, 2022",2022-05-20,Hydro,Hydro,46722.520000000000,407.1100000000000000,419.9600000000000000
India,"Calendar Year (Jan - Dec), 2022","May, 2022",2022-05-19,Coal,Thermal,204079.500000000000,3381.2800000000000000,3485.4300000000000000
India,"Calendar Year (Jan - Dec), 2022","May, 2022",2022-05-19,Nuclear,Nuclear,6780.0000000000000000,108.9800000000000000,112.0200000000000000
India,"Calendar Year (Jan - Dec), 2022","May, 2022",2022-05-19,Hydro,Hydro,46722.520000000000,407.1100000000000000,439.9500000000000000
India,"Calendar Year (Jan - Dec), 2022","May, 2022",2022-05-18,Coal,Thermal,204079.500000000000,3381.2800000000000000,3520.5100000000000000
India,"Calendar Year (Jan - Dec), 2022","May, 2022",2022-05-18,Nuclear,Nuclear,6780.0000000000000000,108.9800000000000000,114.4200000000000000
India,"Calendar Year (Jan - Dec), 2022","May, 2022",2022-05-18,Hydro,Hydro,46722.520000000000,407.1100000000000000,492.5200000000000000
India,"Calendar Year (Jan - Dec), 2022","May, 2022",2022-05-17,Coal,Thermal,204079.500000000000,3381.2800000000000000,3432.8100000000000000
India,"Calendar Year (Jan - Dec), 2022","May, 2022",2022-05-17,Nuclear,Nuclear,6780.0000000000000000,108.9800000000000000,114.2100000000000000
India,"Calendar Year (Jan - Dec), 2022","May, 2022",2022-05-17,Hydro,Hydro,46722.520000000000,407.1100000000000000,510.8100000000000000
India,"Calendar Year (Jan - Dec), 2022","May, 2022",2022-05-16,Coal,Thermal,204079.500000000000,3385.9100000000000000,3341.6200000000000000
India,"Calendar Year (Jan - Dec), 2022","May, 2022",2022-05-16,Nuclear,Nuclear,6780.0000000000000000,108.9800000000000000,114.1300000000000000
India,"Calendar Year (Jan - Dec), 2022","May, 2022",2022-05-16,Hydro,Hydro,46722.520000000000,407.1100000000000000,507.2200000000000000
